Property_ID,District,Locality,Area_Type,Property_Type,Area_sqft,BHK,Bathrooms,Property_Age_Years,Parking_Spaces,Furnishing,Floor,Distance_to_City_Center_km,Road_Access,Gated_Community,Price_INR,Research_Anchor_Rate_INR_per_sqft,Price_Data_Type
KHP104183,Wayanad,Ambalavayal,Rural,Residential Plot,1166,1,1,0,3,Semi-Furnished,0,3.9,Main Road,No,3270000,3200,Research-informed synthetic estimate
KHP104184,Ernakulam,Kadavanthra,Urban,Apartment,4028,6,5,27,3,Fully Furnished,2,4.4,Main Road,No,42010000,9000,Research-informed synthetic estimate
KHP104185,Thiruvananthapuram,Pattom,Urban,Independent House,3636,5,4,13,1,Unfurnished,0,4.1,Local Road,No,25490000,7200,Research-informed synthetic estimate
KHP104186,Wayanad,Sulthan Bathery,Semi-Urban,Independent House,2429,4,4,21,2,Semi-Furnished,1,4.8,Main Road,No,9320000,3900,Research-informed synthetic estimate
KHP104187,Kottayam,Kanjirappally,Rural,Apartment,1561,2,2,3,1,Unfurnished,1,5.8,Main Road,No,3910000,3000,Research-informed synthetic estimate
KHP104188,Idukki,Nedumkandam,Rural,Residential Plot,3710,6,5,23,1,Semi-Furnished,2,6.5,Narrow Road,Yes,6300000,2700,Research-informed synthetic estimate
KHP104189,Pathanamthitta,Pathanamthitta Town,Semi-Urban,Independent House,3010,5,5,7,1,Semi-Furnished,2,3.4,Local Road,No,12080000,3800,Research-informed synthetic estimate
KHP104190,Pathanamthitta,Adoor,Semi-Urban,Independent House,1258,3,3,28,1,Fully Furnished,1,6.9,Main Road,No,4640000,3900,Research-informed synthetic estimate
KHP104191,Malappuram,Kondotty,Semi-Urban,Independent House,838,1,1,9,1,Fully Furnished,0,4.6,Main Road,No,3720000,4300,Research-informed synthetic estimate
KHP104192,Thrissur,Mannuthy,Semi-Urban,Independent House,4113,6,5,11,2,Semi-Furnished,1,4.1,Narrow Road,No,14010000,4000,Research-informed synthetic estimate
KHP104193,Alappuzha,Ambalappuzha,Semi-Urban,Independent House,1931,3,3,28,1,Semi-Furnished,2,9.7,Narrow Road,No,4080000,3400,Research-informed synthetic estimate
KHP104194,Kollam,Chathannoor,Semi-Urban,Independent House,2416,5,5,19,0,Unfurnished,1,5.7,Local Road,Yes,7210000,3200,Research-informed synthetic estimate
KHP104195,Thrissur,Kuttanellur,Semi-Urban,Residential Plot,4200,5,5,14,2,Unfurnished,2,0.4,Main Road,No,18110000,5500,Research-informed synthetic estimate
KHP104196,Idukki,Painavu,Rural,Independent House,3134,5,5,23,1,Unfurnished,0,0.7,Local Road,No,6300000,2600,Research-informed synthetic estimate
KHP104197,Kollam,Punalur,Rural,Independent House,2281,3,2,16,1,Fully Furnished,1,1.6,Local Road,Yes,5630000,3000,Research-informed synthetic estimate
KHP104198,Thiruvananthapuram,Neyyattinkara,Semi-Urban,Independent House,4136,6,5,9,0,Fully Furnished,1,3.1,Main Road,No,19580000,4200,Research-informed synthetic estimate
KHP104199,Alappuzha,Cherthala,Semi-Urban,Independent House,955,1,1,19,2,Unfurnished,0,7.4,Main Road,No,3800000,4700,Research-informed synthetic estimate
KHP104200,Alappuzha,Ambalappuzha,Semi-Urban,Independent House,1725,3,3,28,1,Semi-Furnished,2,1.6,Main Road,No,5660000,3400,Research-informed synthetic estimate
KHP104201,Kottayam,Vaikom,Semi-Urban,Residential Plot,2112,3,3,17,2,Unfurnished,2,1.0,Local Road,No,4270000,3500,Research-informed synthetic estimate
KHP104202,Wayanad,Meppadi,Rural,Independent House,1897,3,3,13,0,Fully Furnished,2,7.5,Main Road,No,5490000,3300,Research-informed synthetic estimate
KHP104203,Thiruvananthapuram,Neyyattinkara,Semi-Urban,Independent House,1673,2,2,21,1,Semi-Furnished,2,2.4,Main Road,No,6160000,4200,Research-informed synthetic estimate
KHP104204,Kannur,Taliparamba,Rural,Residential Plot,2111,4,4,9,3,Fully Furnished,1,10.6,Main Road,No,6180000,3500,Research-informed synthetic estimate
KHP104205,Kannur,Payyannur,Semi-Urban,Independent House,1470,3,3,14,0,Fully Furnished,1,1.3,Main Road,No,5760000,3900,Research-informed synthetic estimate
KHP104206,Thiruvananthapuram,Pattom,Urban,Villa,4077,6,5,20,3,Semi-Furnished,0,5.7,Main Road,Yes,39350000,7200,Research-informed synthetic estimate
KHP104207,Thiruvananthapuram,Kowdiar,Urban,Apartment,3156,6,5,22,0,Semi-Furnished,1,2.6,Main Road,No,31240000,9000,Research-informed synthetic estimate
KHP104208,Kannur,Iritty,Rural,Apartment,1535,3,3,15,3,Semi-Furnished,1,6.7,Main Road,No,3810000,2800,Research-informed synthetic estimate
KHP104209,Thrissur,Naikkanal,Semi-Urban,Villa,2079,3,3,0,1,Unfurnished,2,4.9,Local Road,No,12140000,5300,Research-informed synthetic estimate
KHP104210,Kottayam,Pala,Semi-Urban,Independent House,3917,6,5,23,1,Semi-Furnished,2,0.5,Narrow Road,No,16130000,4200,Research-informed synthetic estimate
KHP104211,Wayanad,Ambalavayal,Semi-Urban,Apartment,3152,6,5,23,0,Semi-Furnished,2,0.9,Main Road,No,11280000,3200,Research-informed synthetic estimate
KHP104212,Kozhikode,Nellikode,Semi-Urban,Independent House,1927,2,1,1,0,Semi-Furnished,0,10.5,Main Road,Yes,8910000,4500,Research-informed synthetic estimate
KHP104213,Palakkad,Pattambi,Semi-Urban,Independent House,3040,5,5,30,2,Unfurnished,1,0.6,Local Road,No,7650000,3000,Research-informed synthetic estimate
KHP104214,Kannur,Sreekandapuram,Rural,Apartment,4047,5,5,2,2,Fully Furnished,0,4.7,Local Road,No,14210000,2900,Research-informed synthetic estimate
KHP104215,Thiruvananthapuram,Kazhakoottam,Semi-Urban,Independent House,3613,5,5,24,0,Unfurnished,1,6.2,Main Road,Yes,20460000,6800,Research-informed synthetic estimate
KHP104216,Kasaragod,Hosdurg,Semi-Urban,Apartment,3642,6,5,17,0,Semi-Furnished,4,3.8,Narrow Road,Yes,10930000,3300,Research-informed synthetic estimate
KHP104217,Idukki,Kattappana,Semi-Urban,Villa,2742,4,4,8,0,Semi-Furnished,0,3.2,Narrow Road,Yes,8580000,3000,Research-informed synthetic estimate
KHP104218,Kollam,Kollam Town,Urban,Independent House,3689,5,5,23,1,Unfurnished,0,1.1,Main Road,No,16110000,4800,Research-informed synthetic estimate
KHP104219,Wayanad,Vythiri,Semi-Urban,Villa,1922,3,2,1,0,Semi-Furnished,2,1.3,Main Road,No,13390000,4700,Research-informed synthetic estimate
KHP104220,Kannur,Taliparamba,Semi-Urban,Apartment,1100,2,2,27,1,Semi-Furnished,6,9.3,Local Road,Yes,2940000,3500,Research-informed synthetic estimate
KHP104221,Ernakulam,Kadavanthra,Urban,Independent House,1317,3,3,5,3,Unfurnished,1,3.5,Local Road,No,11520000,9000,Research-informed synthetic estimate
KHP104222,Kottayam,Kanjirappally,Rural,Independent House,2439,4,4,26,1,Unfurnished,2,3.3,Narrow Road,No,4680000,3000,Research-informed synthetic estimate
KHP104223,Kottayam,Manarcadu,Semi-Urban,Residential Plot,975,2,2,2,2,Semi-Furnished,1,4.0,Main Road,Yes,2970000,3600,Research-informed synthetic estimate
KHP104224,Kasaragod,Cheruvathur,Rural,Apartment,3091,4,4,22,1,Semi-Furnished,1,3.7,Local Road,Yes,8560000,2900,Research-informed synthetic estimate
KHP104225,Kozhikode,Feroke,Semi-Urban,Apartment,786,2,2,19,0,Semi-Furnished,5,2.5,Narrow Road,Yes,2460000,3700,Research-informed synthetic estimate
KHP104226,Malappuram,Malappuram Town,Urban,Apartment,1762,3,2,21,1,Semi-Furnished,0,4.6,Local Road,No,7400000,4400,Research-informed synthetic estimate
KHP104227,Thrissur,Patturaikkal,Semi-Urban,Independent House,1901,3,3,2,2,Unfurnished,0,3.7,Main Road,No,11510000,5600,Research-informed synthetic estimate
KHP104228,Ernakulam,Thrippunithura,Semi-Urban,Independent House,3659,6,5,24,1,Fully Furnished,1,6.4,Local Road,No,21060000,6000,Research-informed synthetic estimate
KHP104229,Kozhikode,Vellayil,Semi-Urban,Apartment,2519,3,3,18,0,Unfurnished,0,7.7,Local Road,Yes,15760000,7100,Research-informed synthetic estimate
KHP104230,Alappuzha,Cherthala,Semi-Urban,Apartment,3376,5,5,24,1,Unfurnished,5,1.6,Local Road,Yes,13240000,4700,Research-informed synthetic estimate
KHP104231,Thiruvananthapuram,Attingal,Semi-Urban,Villa,2616,4,4,21,3,Unfurnished,0,4.1,Main Road,No,10080000,3900,Research-informed synthetic estimate
KHP104232,Kollam,Paravur,Semi-Urban,Apartment,2415,3,3,25,1,Semi-Furnished,6,1.3,Local Road,No,7210000,3600,Research-informed synthetic estimate
KHP104233,Ernakulam,Kizhakkambalam,Rural,Apartment,3977,6,5,5,0,Semi-Furnished,3,4.6,Highway Access,No,21820000,4700,Research-informed synthetic estimate
KHP104234,Kannur,Taliparamba,Rural,Independent House,1895,3,3,5,0,Fully Furnished,1,7.2,Main Road,No,6310000,3500,Research-informed synthetic estimate
KHP104235,Kannur,Chala,Semi-Urban,Apartment,3686,6,5,6,0,Semi-Furnished,6,0.4,Highway Access,No,15760000,3600,Research-informed synthetic estimate
KHP104236,Palakkad,Shoranur,Semi-Urban,Independent House,2690,5,5,15,1,Unfurnished,2,5.6,Local Road,No,7780000,3100,Research-informed synthetic estimate
KHP104237,Idukki,Thodupuzha,Semi-Urban,Independent House,2533,3,3,11,2,Semi-Furnished,2,0.8,Local Road,No,9930000,3900,Research-informed synthetic estimate
KHP104238,Kannur,Mattannur,Semi-Urban,Independent House,1896,3,3,13,1,Semi-Furnished,1,2.9,Local Road,No,5890000,3400,Research-informed synthetic estimate
KHP104239,Kottayam,Manarcadu,Rural,Apartment,3286,6,5,26,0,Fully Furnished,3,9.5,Narrow Road,No,10110000,3600,Research-informed synthetic estimate
KHP104240,Thrissur,Patturaikkal,Semi-Urban,Residential Plot,2388,3,3,4,2,Semi-Furnished,1,4.6,Main Road,No,11860000,5600,Research-informed synthetic estimate
KHP104241,Palakkad,Ottapalam,Semi-Urban,Residential Plot,2293,4,4,20,0,Fully Furnished,2,4.2,Local Road,No,6510000,3200,Research-informed synthetic estimate
KHP104242,Palakkad,Pattambi,Semi-Urban,Residential Plot,931,1,1,4,1,Unfurnished,0,8.1,Local Road,No,2120000,3000,Research-informed synthetic estimate
KHP104243,Kasaragod,Kasaragod Town,Urban,Independent House,3035,5,5,21,0,Semi-Furnished,1,7.0,Narrow Road,No,8280000,3600,Research-informed synthetic estimate
KHP104244,Idukki,Nedumkandam,Rural,Apartment,2439,3,3,4,1,Fully Furnished,7,5.6,Narrow Road,Yes,6560000,2700,Research-informed synthetic estimate
KHP104245,Wayanad,Panamaram,Rural,Apartment,738,1,1,25,0,Semi-Furnished,0,3.6,Local Road,No,1370000,2900,Research-informed synthetic estimate
KHP104246,Thiruvananthapuram,Technopark,Semi-Urban,Independent House,2822,4,4,18,0,Unfurnished,0,4.2,Main Road,No,17230000,7000,Research-informed synthetic estimate
KHP104247,Ernakulam,Panampilly Nagar,Urban,Independent House,3355,5,5,1,0,Semi-Furnished,1,5.8,Highway Access,No,46290000,9500,Research-informed synthetic estimate
KHP104248,Wayanad,Vythiri,Semi-Urban,Apartment,2989,4,4,4,0,Fully Furnished,4,6.9,Main Road,Yes,19670000,4700,Research-informed synthetic estimate
KHP104249,Idukki,Painavu,Rural,Independent House,4052,4,3,2,1,Unfurnished,1,5.1,Narrow Road,Yes,9100000,2600,Research-informed synthetic estimate
KHP104250,Alappuzha,Muhamma,Semi-Urban,Independent House,2632,4,4,7,0,Fully Furnished,0,2.3,Local Road,No,10780000,4000,Research-informed synthetic estimate
KHP104251,Kannur,Kannur Town,Urban,Apartment,3047,5,5,15,1,Semi-Furnished,5,0.8,Main Road,No,17830000,4500,Research-informed synthetic estimate
KHP104252,Kollam,Kottarakkara,Semi-Urban,Villa,2483,4,4,12,0,Unfurnished,0,3.9,Narrow Road,Yes,7420000,3400,Research-informed synthetic estimate
KHP104253,Kasaragod,Nileshwar,Semi-Urban,Residential Plot,2226,3,3,9,0,Semi-Furnished,1,6.4,Main Road,No,5210000,3200,Research-informed synthetic estimate
KHP104254,Kollam,Asramam,Semi-Urban,Independent House,4045,6,5,17,1,Unfurnished,1,2.0,Local Road,No,19670000,5200,Research-informed synthetic estimate
KHP104255,Thrissur,Ayyanthole,Semi-Urban,Villa,2767,4,4,10,0,Fully Furnished,1,2.2,Local Road,Yes,14740000,5000,Research-informed synthetic estimate
KHP104256,Malappuram,Kottakkal,Semi-Urban,Independent House,3648,5,5,8,1,Unfurnished,1,3.8,Main Road,No,15670000,4400,Research-informed synthetic estimate
KHP104257,Kozhikode,Palazhi,Semi-Urban,Independent House,3638,5,5,18,0,Unfurnished,0,2.7,Main Road,No,29530000,8600,Research-informed synthetic estimate
KHP104258,Kollam,Chinnakada,Urban,Independent House,2325,3,3,23,2,Semi-Furnished,1,6.3,Main Road,No,11390000,5000,Research-informed synthetic estimate
KHP104259,Kottayam,Changanassery,Semi-Urban,Villa,4047,6,5,13,0,Semi-Furnished,2,6.4,Narrow Road,No,15740000,4300,Research-informed synthetic estimate
KHP104260,Kasaragod,Hosdurg,Rural,Independent House,992,3,3,20,1,Unfurnished,2,4.8,Narrow Road,No,2010000,3300,Research-informed synthetic estimate
KHP104261,Thiruvananthapuram,Kazhakoottam,Semi-Urban,Apartment,3151,5,5,2,2,Unfurnished,7,4.2,Highway Access,Yes,27170000,6800,Research-informed synthetic estimate
KHP104262,Pathanamthitta,Pandalam,Semi-Urban,Independent House,2900,5,5,3,1,Semi-Furnished,2,1.6,Local Road,No,10280000,3400,Research-informed synthetic estimate
KHP104263,Idukki,Munnar,Semi-Urban,Apartment,1173,3,3,1,0,Semi-Furnished,6,3.5,Local Road,No,8810000,6500,Research-informed synthetic estimate
KHP104264,Wayanad,Panamaram,Rural,Apartment,3856,6,5,30,1,Semi-Furnished,4,4.3,Local Road,No,9170000,2900,Research-informed synthetic estimate
KHP104265,Thrissur,Naikkanal,Semi-Urban,Villa,2538,4,4,30,2,Unfurnished,2,3.6,Narrow Road,Yes,11390000,5300,Research-informed synthetic estimate
KHP104266,Kasaragod,Manjeshwar,Semi-Urban,Villa,1645,2,2,8,0,Semi-Furnished,2,2.2,Main Road,No,6270000,3400,Research-informed synthetic estimate
KHP104267,Thrissur,Ollur,Semi-Urban,Independent House,702,1,1,23,2,Unfurnished,2,2.0,Local Road,No,4500000,9000,Research-informed synthetic estimate
KHP104268,Palakkad,Chittur,Semi-Urban,Independent House,3679,6,5,9,2,Semi-Furnished,0,3.8,Main Road,No,11250000,2900,Research-informed synthetic estimate
KHP104269,Malappuram,Kondotty,Semi-Urban,Apartment,918,2,2,27,3,Unfurnished,6,18.0,Local Road,Yes,2540000,4300,Research-informed synthetic estimate
KHP104270,Malappuram,Nilambur,Rural,Independent House,3760,6,5,2,0,Fully Furnished,0,4.2,Main Road,No,13560000,3300,Research-informed synthetic estimate
KHP104271,Kasaragod,Manjeshwar,Rural,Independent House,1041,2,2,9,1,Unfurnished,0,11.7,Local Road,Yes,2440000,3400,Research-informed synthetic estimate
KHP104272,Alappuzha,Ambalappuzha,Semi-Urban,Independent House,2382,4,4,29,2,Fully Furnished,2,9.9,Main Road,Yes,8050000,3400,Research-informed synthetic estimate
KHP104273,Malappuram,Malappuram Town,Urban,Independent House,2458,3,3,10,1,Fully Furnished,0,1.7,Local Road,No,11970000,4400,Research-informed synthetic estimate
KHP104274,Wayanad,Sulthan Bathery,Semi-Urban,Apartment,2257,3,3,16,1,Semi-Furnished,4,3.2,Main Road,No,8940000,3900,Research-informed synthetic estimate
KHP104275,Kasaragod,Kanhangad,Semi-Urban,Apartment,703,1,1,25,1,Unfurnished,7,4.2,Main Road,No,1980000,3500,Research-informed synthetic estimate
KHP104276,Malappuram,Tirur,Semi-Urban,Residential Plot,1467,1,1,21,0,Unfurnished,2,3.1,Main Road,Yes,4350000,4200,Research-informed synthetic estimate
KHP104277,Palakkad,Alathur,Rural,Independent House,3008,5,4,16,3,Unfurnished,2,2.3,Main Road,Yes,9120000,2900,Research-informed synthetic estimate
KHP104278,Pathanamthitta,Thiruvalla,Semi-Urban,Apartment,3276,6,5,1,0,Unfurnished,3,2.6,Main Road,No,18270000,4700,Research-informed synthetic estimate
KHP104279,Thiruvananthapuram,Nedumangad,Rural,Independent House,1829,3,2,8,2,Unfurnished,0,6.1,Local Road,No,4960000,3600,Research-informed synthetic estimate
KHP104280,Thiruvananthapuram,Kowdiar,Urban,Apartment,3002,5,5,0,3,Fully Furnished,2,1.7,Main Road,No,36790000,9000,Research-informed synthetic estimate
KHP104281,Ernakulam,Kadavanthra,Urban,Independent House,2772,4,4,9,1,Fully Furnished,1,2.8,Local Road,No,24480000,9000,Research-informed synthetic estimate
KHP104282,Thrissur,Irinjalakuda,Rural,Apartment,1662,2,2,11,0,Unfurnished,7,3.0,Main Road,No,4930000,3400,Research-informed synthetic estimate
KHP104283,Thiruvananthapuram,Pattom,Urban,Independent House,3305,5,5,8,1,Semi-Furnished,2,7.3,Main Road,No,23980000,7200,Research-informed synthetic estimate
KHP104284,Thiruvananthapuram,Technopark,Rural,Independent House,2272,4,4,10,1,Semi-Furnished,2,2.8,Main Road,No,15570000,7000,Research-informed synthetic estimate
KHP104285,Thrissur,Punkunnam,Semi-Urban,Residential Plot,1450,2,2,8,0,Unfurnished,1,2.2,Highway Access,Yes,7500000,5500,Research-informed synthetic estimate
KHP104286,Kollam,Kottarakkara,Semi-Urban,Independent House,2373,2,2,18,0,Fully Furnished,2,6.5,Local Road,Yes,7360000,3400,Research-informed synthetic estimate
KHP104287,Ernakulam,Panampilly Nagar,Urban,Independent House,823,1,1,27,2,Semi-Furnished,0,4.4,Main Road,Yes,7000000,9500,Research-informed synthetic estimate
KHP104288,Palakkad,Chittur,Semi-Urban,Independent House,761,1,1,25,2,Unfurnished,0,3.9,Highway Access,No,1820000,2900,Research-informed synthetic estimate
KHP104289,Kollam,Chinnakada,Urban,Villa,3344,6,5,19,0,Semi-Furnished,2,1.7,Local Road,No,17020000,5000,Research-informed synthetic estimate
KHP104290,Thiruvananthapuram,Kesavadasapuram,Semi-Urban,Independent House,1072,2,2,2,0,Semi-Furnished,1,5.3,Highway Access,No,8150000,7000,Research-informed synthetic estimate
KHP104291,Kottayam,Pala,Semi-Urban,Independent House,2529,4,4,0,1,Semi-Furnished,0,0.3,Main Road,No,13330000,4200,Research-informed synthetic estimate
KHP104292,Kollam,Kottarakkara,Semi-Urban,Residential Plot,1114,1,1,26,2,Semi-Furnished,2,0.4,Narrow Road,Yes,2800000,3400,Research-informed synthetic estimate
KHP104293,Ernakulam,Kalamassery,Semi-Urban,Apartment,1663,2,2,3,0,Unfurnished,4,0.6,Local Road,Yes,10210000,6000,Research-informed synthetic estimate
KHP104294,Kottayam,Pala,Rural,Residential Plot,3269,5,5,27,3,Fully Furnished,2,6.9,Local Road,No,9980000,4200,Research-informed synthetic estimate
KHP104295,Thiruvananthapuram,Technopark,Semi-Urban,Villa,2406,3,3,12,1,Semi-Furnished,2,4.2,Local Road,No,16720000,7000,Research-informed synthetic estimate
KHP104296,Pathanamthitta,Pathanamthitta Town,Semi-Urban,Apartment,3965,6,5,27,3,Fully Furnished,3,5.6,Main Road,No,15730000,3800,Research-informed synthetic estimate
KHP104297,Ernakulam,Pallikkara,Semi-Urban,Villa,3953,6,5,13,0,Fully Furnished,2,5.0,Local Road,No,20430000,4600,Research-informed synthetic estimate
KHP104298,Kollam,Chinnakada,Urban,Independent House,814,2,2,2,3,Semi-Furnished,1,3.2,Highway Access,Yes,5480000,5000,Research-informed synthetic estimate
KHP104299,Alappuzha,Chengannur,Semi-Urban,Independent House,3360,6,5,5,1,Semi-Furnished,2,3.6,Main Road,No,15870000,4300,Research-informed synthetic estimate
KHP104300,Malappuram,Nilambur,Semi-Urban,Apartment,1401,2,2,0,1,Unfurnished,4,7.6,Local Road,No,4430000,3300,Research-informed synthetic estimate
KHP104301,Kasaragod,Kanhangad,Semi-Urban,Apartment,713,1,1,16,1,Fully Furnished,3,2.4,Main Road,No,2560000,3500,Research-informed synthetic estimate
KHP104302,Kannur,Thottada,Semi-Urban,Apartment,893,1,1,0,3,Unfurnished,6,1.7,Local Road,No,3680000,4200,Research-informed synthetic estimate
KHP104303,Kollam,Chinnakada,Urban,Residential Plot,1200,1,1,11,0,Semi-Furnished,2,5.4,Narrow Road,No,4520000,5000,Research-informed synthetic estimate
KHP104304,Idukki,Kumily,Rural,Independent House,2942,4,4,6,0,Unfurnished,2,7.6,Main Road,No,7100000,3400,Research-informed synthetic estimate
KHP104305,Thiruvananthapuram,Kesavadasapuram,Rural,Apartment,1278,2,2,5,1,Semi-Furnished,6,4.6,Main Road,No,7360000,7000,Research-informed synthetic estimate
KHP104306,Wayanad,Meppadi,Semi-Urban,Independent House,3116,5,5,22,3,Semi-Furnished,1,3.0,Main Road,No,10320000,3300,Research-informed synthetic estimate
KHP104307,Ernakulam,Pallikkara,Semi-Urban,Independent House,2521,2,2,7,1,Fully Furnished,1,1.6,Local Road,No,11070000,4600,Research-informed synthetic estimate
KHP104308,Thiruvananthapuram,Neyyattinkara,Semi-Urban,Apartment,1745,4,3,16,3,Semi-Furnished,5,1.2,Local Road,No,7970000,4200,Research-informed synthetic estimate
KHP104309,Wayanad,Ambalavayal,Semi-Urban,Apartment,3639,6,5,22,2,Unfurnished,7,2.6,Narrow Road,No,9580000,3200,Research-informed synthetic estimate
KHP104310,Kasaragod,Uppala,Rural,Independent House,3809,5,5,18,1,Fully Furnished,2,1.6,Local Road,Yes,12720000,3000,Research-informed synthetic estimate
KHP104311,Kasaragod,Cheruvathur,Rural,Independent House,1043,2,2,18,0,Fully Furnished,1,3.0,Local Road,No,2600000,2900,Research-informed synthetic estimate
KHP104312,Ernakulam,Vyttila,Urban,Independent House,2745,4,4,21,1,Semi-Furnished,1,3.8,Local Road,Yes,21190000,8000,Research-informed synthetic estimate
KHP104313,Kottayam,Kumarakom,Rural,Villa,943,1,1,26,1,Semi-Furnished,1,9.7,Narrow Road,No,3650000,6500,Research-informed synthetic estimate
KHP104314,Idukki,Munnar,Semi-Urban,Villa,2457,4,4,12,2,Semi-Furnished,2,10.8,Local Road,No,17350000,6500,Research-informed synthetic estimate
KHP104315,Thrissur,Kunnamkulam,Semi-Urban,Independent House,3002,3,3,29,2,Semi-Furnished,1,3.5,Main Road,No,8600000,3500,Research-informed synthetic estimate
KHP104316,Ernakulam,Thrippunithura,Rural,Residential Plot,742,1,1,9,1,Unfurnished,1,8.1,Main Road,No,2850000,6000,Research-informed synthetic estimate
KHP104317,Thrissur,Punkunnam,Semi-Urban,Apartment,2759,5,5,7,0,Fully Furnished,3,4.2,Main Road,No,18450000,5500,Research-informed synthetic estimate
KHP104318,Ernakulam,Aluva,Semi-Urban,Independent House,3126,5,5,7,0,Fully Furnished,0,1.8,Main Road,No,18590000,5000,Research-informed synthetic estimate
KHP104319,Alappuzha,Chengannur,Semi-Urban,Independent House,3389,5,5,23,0,Fully Furnished,1,9.5,Narrow Road,Yes,12480000,4300,Research-informed synthetic estimate
KHP104320,Kollam,Paravur,Semi-Urban,Villa,1975,3,3,13,1,Unfurnished,1,4.5,Narrow Road,Yes,6570000,3600,Research-informed synthetic estimate
KHP104321,Kollam,Kollam Town,Urban,Villa,923,1,1,26,0,Semi-Furnished,0,3.9,Local Road,No,3640000,4800,Research-informed synthetic estimate
KHP104322,Kottayam,Manarcadu,Rural,Independent House,4037,6,5,13,1,Semi-Furnished,1,5.4,Narrow Road,No,12390000,3600,Research-informed synthetic estimate
KHP104323,Palakkad,Palakkad Town,Urban,Villa,2452,4,4,4,1,Unfurnished,0,1.5,Main Road,No,12340000,3900,Research-informed synthetic estimate
KHP104324,Thrissur,Koorkenchery,Semi-Urban,Apartment,2044,3,2,12,3,Unfurnished,7,2.8,Main Road,Yes,16480000,6500,Research-informed synthetic estimate
KHP104325,Kottayam,Changanassery,Semi-Urban,Independent House,2356,3,2,20,2,Semi-Furnished,2,5.6,Main Road,Yes,9890000,4300,Research-informed synthetic estimate
KHP104326,Kollam,Kavanad,Semi-Urban,Apartment,1414,2,2,10,0,Unfurnished,1,2.1,Main Road,Yes,6890000,5000,Research-informed synthetic estimate
KHP104327,Kollam,Kollam Town,Urban,Independent House,2659,5,4,9,2,Fully Furnished,0,3.6,Highway Access,No,19730000,4800,Research-informed synthetic estimate
KHP104328,Alappuzha,Chengannur,Semi-Urban,Apartment,1659,3,3,8,1,Unfurnished,6,4.5,Main Road,No,7600000,4300,Research-informed synthetic estimate
KHP104329,Kozhikode,Chevarambalam,Rural,Villa,675,2,1,12,1,Fully Furnished,1,6.8,Main Road,No,4610000,6300,Research-informed synthetic estimate
KHP104330,Wayanad,Sulthan Bathery,Semi-Urban,Independent House,3002,6,5,25,2,Semi-Furnished,1,5.7,Local Road,No,9050000,3900,Research-informed synthetic estimate
KHP104331,Kozhikode,Nellikode,Semi-Urban,Villa,1064,3,3,6,0,Semi-Furnished,0,1.6,Local Road,Yes,5310000,4500,Research-informed synthetic estimate
KHP104332,Kannur,Chala,Semi-Urban,Independent House,1612,2,1,18,0,Semi-Furnished,1,5.3,Local Road,No,3910000,3600,Research-informed synthetic estimate
KHP104333,Kasaragod,Manjeshwar,Semi-Urban,Apartment,1283,4,4,1,2,Semi-Furnished,1,7.5,Highway Access,No,4980000,3400,Research-informed synthetic estimate
KHP104334,Kannur,Sreekandapuram,Rural,Independent House,2172,2,2,18,0,Unfurnished,1,0.8,Highway Access,Yes,5690000,2900,Research-informed synthetic estimate
KHP104335,Idukki,Munnar,Semi-Urban,Independent House,1747,2,2,18,3,Unfurnished,0,2.8,Local Road,No,10170000,6500,Research-informed synthetic estimate
KHP104336,Malappuram,Perinthalmanna,Semi-Urban,Independent House,1543,2,2,15,1,Semi-Furnished,0,3.9,Main Road,No,6670000,4500,Research-informed synthetic estimate
KHP104337,Palakkad,Chittur,Semi-Urban,Independent House,3572,5,5,11,1,Semi-Furnished,0,2.6,Narrow Road,Yes,8590000,2900,Research-informed synthetic estimate
KHP104338,Malappuram,Nilambur,Semi-Urban,Residential Plot,2759,4,4,18,0,Semi-Furnished,2,6.1,Local Road,Yes,6990000,3300,Research-informed synthetic estimate
KHP104339,Thiruvananthapuram,Technopark,Rural,Residential Plot,2713,4,4,11,0,Unfurnished,2,3.7,Main Road,No,14760000,7000,Research-informed synthetic estimate
KHP104340,Malappuram,Ponnani,Semi-Urban,Independent House,3214,5,4,28,2,Fully Furnished,2,4.1,Narrow Road,No,10050000,3500,Research-informed synthetic estimate
KHP104341,Wayanad,Panamaram,Rural,Independent House,2555,5,4,28,0,Semi-Furnished,1,11.6,Highway Access,Yes,6270000,2900,Research-informed synthetic estimate
KHP104342,Idukki,Kumily,Semi-Urban,Independent House,4103,6,5,5,2,Semi-Furnished,1,1.1,Narrow Road,No,14010000,3400,Research-informed synthetic estimate
KHP104343,Kollam,Kavanad,Semi-Urban,Villa,1960,5,5,12,1,Semi-Furnished,0,1.4,Main Road,No,12650000,5000,Research-informed synthetic estimate
KHP104344,Palakkad,Pattambi,Rural,Independent House,1379,2,2,0,1,Unfurnished,0,0.8,Narrow Road,No,2730000,3000,Research-informed synthetic estimate
KHP104345,Alappuzha,Chengannur,Rural,Residential Plot,3387,5,5,30,2,Unfurnished,0,6.4,Narrow Road,Yes,8460000,4300,Research-informed synthetic estimate
KHP104346,Thiruvananthapuram,Technopark,Semi-Urban,Apartment,1257,2,2,11,1,Fully Furnished,1,0.3,Narrow Road,No,7870000,7000,Research-informed synthetic estimate
KHP104347,Pathanamthitta,Konni,Rural,Apartment,2165,3,2,18,0,Unfurnished,4,4.6,Local Road,No,4450000,2900,Research-informed synthetic estimate
